# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
香港灣仔區天后交加里51號保和大廈5樓01房 | 香港灣仔區天后交加里51號 | 保和大廈5樓01房
新界葵青區葵芳葵涌葵盛圍323號葵聯邨聯逸樓38樓3812室 | 新界葵青區葵芳葵涌葵盛圍323號葵聯邨 | 聯逸樓38樓3812室
北區打鼓嶺上水大元村第七巷15號地下 | 北區打鼓嶺上水大元村 | 第七巷15號地下
九龙黄大仙区云华街10号慈乐邨乐诚楼8楼809室 | 九龙黄大仙区云华街10号慈乐邨 | 乐诚楼8楼809室
沙田区石门沙田沙田头路29号新田围邨福围楼15楼1503室 | 沙田区石门沙田沙田头路29号新田围邨 | 福围楼15楼1503室
大埔區林村大埔廣福里12號福昌樓42樓06室 | 大埔區林村大埔廣福里12號 | 福昌樓42樓06室
九龍深水埗區石硤尾東沙島街184B號新寶大廈平台1樓01室 | 九龍深水埗區石硤尾東沙島街184B號 | 新寶大廈平台1樓01室
西貢區寶琳西貢蠔涌新村428C號2樓 | 西貢區寶琳西貢 | 蠔涌新村428C號2樓
元朗区洪水桥元朗宏业西街20号雄伟工业大厦51层12号室 | 元朗区洪水桥元朗宏业西街20号 | 雄伟工业大厦51层12号室
香港中西区上环民光街11号中环三号码头3层01办公室 | 香港中西区上环民光街11号 | 中环三号码头3层01办公室
荃湾区荃湾荃湾享和街42号好景楼平台01单位 | 荃湾区荃湾荃湾享和街42号 | 好景楼平台01单位
香港中西區厚和街25-33號厚威閣6樓901 | 香港中西區厚和街25-33號 | 厚威閣6樓901
油尖旺区佐敦弥敦道525-543号宝宁大厦美迪宁广场12层1室 | 油尖旺区佐敦弥敦道525-543号美迪宁广场 | 宝宁大厦12层1室
沙田區大圍馬鞍山保泰街18號天宇海9屋42樓3單位 | 沙田區大圍馬鞍山保泰街18號天宇海 | 9屋42樓3單位
新界 屯門 掃管笏 屯門 嘉才里 5/F UNIT 5A | 新界 屯門 掃管笏 屯門 嘉才里 | 5/F UNIT 5A
新界 元朗 天水圍 元朗 元朗東堤街 建安樓 12/F RM 01 | 新界 元朗 天水圍 元朗 元朗東堤街 | 建安樓 12/F RM 01
油尖旺區尖沙咀上海街597號安美大廈5樓D單位 | 油尖旺區尖沙咀上海街597號 | 安美大廈5樓D單位
荃湾区汀九荃湾杨屋道177-181号东昌工业大厦8层B房 | 荃湾区汀九荃湾杨屋道177-181号 | 东昌工业大厦8层B房
新界西贡区宝琳西贡蚝涌新村92号 | 新界西贡区宝琳 | 西贡蚝涌新村92号
新界元朗區流浮山元朗 八鄉梁屋村12B號地下 | 新界元朗區流浮山元朗 | 八鄉梁屋村12B號地下
大埔区大尾笃大埔三门仔路23号比华利山别墅63屋翠桦道8层01房 | 大埔区大尾笃大埔三门仔路23号 | 比华利山别墅63屋翠桦道8层01房
新界西貢區寶琳銀泉徑1號海天灣1座2樓B單位 | 新界西貢區寶琳銀泉徑1號海天灣 | 1座2樓B單位
九龍油尖旺區彌敦道510號彌敦大廈2樓901 | 九龍油尖旺區彌敦道510號 | 彌敦大廈2樓901
西貢區寶琳將軍澳康城路1號日出康城首都3座MONTREAL2樓1室 | 西貢區寶琳將軍澳康城路1號 | 日出康城首都3座MONTREAL2樓1室
油尖旺區大角咀花園街147號僑明大廈5樓1A | 油尖旺區大角咀花園街147號 | 僑明大廈5樓1A
離島區沙埔舊村29號地下 | 離島區 | 沙埔舊村29號地下
九龙观塘区牛头角通明街42号5层B单位 | 九龙观塘区牛头角通明街42号 | 5层B单位
香港中西區加列山道71號B屋KELLETTERIA12A樓2室 | 香港中西區加列山道71號 | B屋KELLETTERIA12A樓2室
新界北区上水天平山村11A号平乐园天台 | 新界北区上水天平山村11A号 | 平乐园天台
葵涌葵盛围道63号葵盛东邨盛安楼7楼711室 | 葵涌葵盛围道63号葵盛东邨 | 盛安楼7楼711室
九龙城区何文田福佬村道12号博林轩2107室 | 九龙城区何文田福佬村道12号 | 博林轩2107室
大埔区林村大埔头77号地下 | 大埔区林村 | 大埔头77号地下
香港東區柴灣阿公岩10號地下 | 香港東區 | 柴灣阿公岩10號地下
新界西貢區西貢徑棚下92號 | 新界西貢區 | 西貢徑棚下92號
香港灣仔區銅鑼灣歌頓道18號歌頓大廈23樓12號室 | 香港灣仔區銅鑼灣歌頓道18號 | 歌頓大廈23樓12號室
香港中西區石塘咀德輔道西356號中亞大樓12樓1203室 | 香港中西區石塘咀德輔道西356號 | 中亞大樓12樓1203室
新界大埔區西貢企嶺下新圍33號 | 新界大埔區西貢 | 企嶺下新圍33號
沙田區小瀝源馬鞍山恆光街12號TUCKSHOP曾璧山18樓8B單位 | 沙田區小瀝源馬鞍山恆光街12號 | TUCKSHOP曾璧山18樓8B單位
元朗區錦田元朗翠栢路加州花園爵仕居125屋天台 | 元朗區錦田元朗翠栢路加州花園 | 爵仕居125屋天台
北區沙嶺165號 | 北區 | 沙嶺165號
九龍九龍城區紅磡炮仗街144A號立基大廈31樓1室 | 九龍九龍城區紅磡炮仗街144A號 | 立基大廈31樓1室
新界大埔區吐露港大埔康樂西路118號康樂園5樓09室 | 新界大埔區吐露港大埔康樂西路118號 | 康樂園5樓09室
新界沙田區小瀝源沙田悠安街21號湖景花園L洋房2樓上層2室 | 新界沙田區小瀝源沙田悠安街21號 | 湖景花園L洋房2樓上層2室
新界元朗区元朗 十八乡黄泥墩村70号 | 新界元朗区元朗 | 十八乡黄泥墩村70号
香港中西区金钟西环邨中苑台51层5A室 | 香港中西区金钟西环邨 | 中苑台51层5A室
北區粉嶺北區 沙頭角雞谷樹下60號31至32樓C房 | 北區粉嶺北區 沙頭角雞谷樹下60號 | 31至32樓C房
新界離島區赤鱲角學佬巷75號平台1樓A室 | 新界離島區赤鱲角學佬巷75號 | 平台1樓A室
香港中西區金鐘干德道17-19號康苑31樓A單位 | 香港中西區金鐘干德道17-19號 | 康苑31樓A單位
离岛区大新海傍路83号12层01室 | 离岛区大新海傍路83号 | 12层01室
新界離島區長洲半山路3號地下 | 新界離島區 | 長洲半山路3號地下
新界北區沙頭角沙頭角荔枝窩175號地下 | 新界北區沙頭角沙頭角 | 荔枝窩175號地下
新界葵青区葵芳青衣渔民村A2号51至52层B单位 | 新界葵青区葵芳青衣渔民村A2号 | 51至52层B单位
大埔区大尾笃大埔洞梓147号地下 | 大埔区大尾笃 | 大埔洞梓147号地下
中西區巴丙頓道5號巴威大廈31樓1A/1B室 | 中西區巴丙頓道5號 | 巴威大廈31樓1A/1B室
中西区中环厚和街52号厚和楼2层01室 | 中西区中环厚和街52号 | 厚和楼2层01室
香港南區數碼港靜修里27號華慧苑10樓8B單位 | 香港南區數碼港靜修里27號華慧苑 | 10樓8B單位
荃灣區荃灣荃灣荃灣街市街160號坤成樓1樓05室 | 荃灣區荃灣荃灣荃灣街市街160號 | 坤成樓1樓05室
新界葵青区葵芳葵涌大陇街109号昌荣楼 | 新界葵青区葵芳葵涌 | 大陇街109号昌荣楼
離島區南丫島貝澳老圍村117號天台 | 離島區南丫島貝澳 | 老圍村117號天台
九龙油尖旺区佐敦窝打老道50A号信义楼1层A室 | 九龙油尖旺区佐敦窝打老道50A号 | 信义楼1层A室
元朗 錦田 元朗 KIK YEUNG ROAD 喜利大廈 51樓 8B室 | 元朗 錦田 元朗 KIK YEUNG ROAD | 喜利大廈 51樓 8B室
元朗区天水围元朗八乡横台山永宁里237A号3层 | 元朗区天水围元朗八乡 | 横台山永宁里237A号3层
新界元朗区元朗锦绣花园H段第三街50号锦绣花园6层582 | 新界元朗区元朗锦绣花园H段第三街50号 | 锦绣花园6层582
观塘区牛头角牛头角道327号琼林大厦12层3室 | 观塘区牛头角牛头角道327号 | 琼林大厦12层3室
沙田區火炭馬鞍山恆錦街1號恒安邨3座恒峰樓30樓3005室 | 沙田區火炭馬鞍山恆錦街1號恒安邨 | 3座恒峰樓30樓3005室
新界葵青区葵涌梨贝街4号石篱邨石佳楼6层2107单位 | 新界葵青区葵涌梨贝街4号石篱邨 | 石佳楼6层2107单位
新界離島區東涌山頂村26A號東灣豪園東灣豪園2座天台 | 新界離島區東涌山頂村26A號 | 東灣豪園東灣豪園2座天台
葵青區葵涌石貝街20號葵涌大廈8樓3室 | 葵青區葵涌石貝街20號 | 葵涌大廈8樓3室
大埔區吐露港大埔三門仔路23號比華利山別墅88屋萊茵道51樓LD室 | 大埔區吐露港大埔三門仔路23號 | 比華利山別墅88屋萊茵道51樓LD室
屯门区黄金海岸屯门鸣琴路1号山景邨3座景荣楼10楼1002室 | 屯门区黄金海岸屯门鸣琴路1号山景邨 | 3座景荣楼10楼1002室
东区鲗鱼涌利众街24号东贸广场31层05室 | 东区鲗鱼涌利众街24号 | 东贸广场31层05室
新界元朗区天水围80号碧豪苑F2座31层3房 | 新界元朗区天水围80号碧豪苑 | F2座31层3房
元朗區橋頭圍115號天台 | 元朗區 | 橋頭圍115號天台
西貢區將軍澳坑口永隆路26號海嵐居G座23樓AA室 | 西貢區將軍澳坑口永隆路26號 | 海嵐居G座23樓AA室
沙田区沙田铜锣湾山路18号云顶峰6层BA室 | 沙田区沙田铜锣湾山路18号 | 云顶峰6层BA室
九龙城区九龙城落山道94B号侨裕大厦地库D铺 | 九龙城区九龙城落山道94B号 | 侨裕大厦地库D铺
觀塘區藍田鯉魚門海傍道40號1室 | 觀塘區藍田鯉魚門 | 海傍道40號1室
觀塘區九龍灣瑞和街36號南安大樓10樓A單位 | 觀塘區九龍灣瑞和街36號 | 南安大樓10樓A單位
香港灣仔區大坑黃泥涌道47號翠谷樓12樓01單位 | 香港灣仔區大坑黃泥涌道47號 | 翠谷樓12樓01單位
新界西貢區日出康城銀湖路1號彩濤別墅7座31樓03室 | 新界西貢區日出康城銀湖路1號 | 彩濤別墅7座31樓03室
大埔區大埔墟彩蝶街11號富蝶邨珍蝶樓4樓422室 | 大埔區大埔墟彩蝶街11號 | 富蝶邨珍蝶樓4樓422室
香港灣仔區銅鑼灣永興街1號歌頓大廈23樓12號室 | 香港灣仔區銅鑼灣永興街1號 | 歌頓大廈23樓12號室
新界沙田區大圍沙田田心村43號12至13樓01房 | 新界沙田區大圍沙田田心村43號 | 12至13樓01房
新界元朗区流浮山英龙围30号地下 | 新界元朗区流浮山 | 英龙围30号地下
九龍城區何文田美景街68號安和園第二期安泰大廈31至32樓A房 | 九龍城區何文田美景街68號安和園 | 第二期安泰大廈31至32樓A房
新界葵青区葵涌葵涌大窝口道15号大窝口邨富秀楼19楼1904室 | 新界葵青区葵涌葵涌大窝口道15号 | 大窝口邨富秀楼19楼1904室
新界元朗區新田元朗段青山公路129-131號朗輝中心51樓582號室 | 新界元朗區新田元朗段青山公路129-131號 | 朗輝中心51樓582號室
元朗区锦田寿富街33号8层LE室 | 元朗区锦田寿富街33号 | 8层LE室
九龙深水埗区深水埗石硖尾街1K号朝南楼51层1203室 | 九龙深水埗区深水埗石硖尾街1K号 | 朝南楼51层1203室
新界沙田区火炭沙田九肚山路18号25洋房宝松苑42层A室 | 新界沙田区火炭沙田九肚山路18号25洋房 | 宝松苑42层A室
北区联和墟粉岭百和路33号嘉盛苑B座嘉辉阁6层2107单位 | 北区联和墟粉岭百和路33号嘉盛苑 | B座嘉辉阁6层2107单位
香港中西區中環羅便臣道62D號瓊林閣12樓3室 | 香港中西區中環羅便臣道62D號 | 瓊林閣12樓3室
九龍城區九龍城忠孝街60號愛民邨新民樓16樓1601室 | 九龍城區九龍城忠孝街60號愛民邨 | 新民樓16樓1601室
新界北區打鼓嶺粉嶺和興路36號明謙居D座31樓 | 新界北區打鼓嶺粉嶺和興路36號 | 明謙居D座31樓
九龙城大环道28号红磡邨2座红昕楼5层5A室 | 九龙城大环道28号红磡邨 | 2座红昕楼5层5A室
香港中西区半山施勋道21B号51层D单位 | 香港中西区半山施勋道21B号 | 51层D单位
沙田區沙田 火炭禾穗街5-13號大家樂中心23樓01-02室 | 沙田區沙田火炭禾穗街5-13號 | 大家樂中心23樓01-02室
九龙油尖旺区柯士甸文明里11号常安楼12层1室 | 九龙油尖旺区柯士甸文明里11号 | 常安楼12层1室
新界元朗区洪水桥元朗 十八乡马田村397号地下 | 新界元朗区洪水桥元朗 | 十八乡马田村397号地下
香港东区炮台山渣华道124号渣华商业中心6层1203房 | 香港东区炮台山渣华道124号 | 渣华商业中心6层1203房
新界元朗区洪水桥元朗朗屏路1号朗屏邨石屏楼8层5A单位 | 新界元朗区洪水桥元朗朗屏路1号 | 朗屏邨石屏楼8层5A单位
新界西贡区清水湾道663号傲泷12层D房 | 新界西贡区清水湾道663号 | 傲泷12层D房
新界元朗区洪水桥第五街92号锦绣花园I段8层12号室 | 新界元朗区洪水桥第五街92号 | 锦绣花园I段8层12号室
新界元朗区洪水桥湿地公园路9号WETLAND SEASONS PARK洋房651层C室 | 新界元朗区洪水桥湿地公园路9号 | WETLAND SEASONS PARK洋房651层C室
九龍油尖旺區尖沙咀亞士厘道6號寶業大廈2樓582號室 | 九龍油尖旺區尖沙咀亞士厘道6號 | 寶業大廈2樓582號室
香港湾仔区铜锣湾坚尼地道33号31层5A室 | 香港湾仔区铜锣湾 | 坚尼地道33号31层5A室
香港灣仔區灣仔軒尼詩道458號金聯商業中心1樓A及B室 | 香港灣仔區灣仔軒尼詩道458號 | 金聯商業中心1樓A及B室
新界沙田区大围车公庙路18号柏傲庄第五座5层1203房 | 新界沙田区大围车公庙路18号柏傲庄 | 第五座5层1203房
新界葵青区葵兴葵涌兴芳路194号葵丰大厦42层LD室 | 新界葵青区葵兴葵涌兴芳路194号 | 葵丰大厦42层LD室
九龙观塘区九龙湾彩荣路58号彩福邨10座彩善楼4楼414室 | 九龙观塘区九龙湾彩荣路58号 | 彩福邨10座彩善楼4楼414室
新界荃灣區汀九青龍頭 青龍頭段青山公路100號豪景花園26座麒麟閣42樓2107房 | 新界荃灣區汀九青龍頭 青龍頭段青山公路100號 | 豪景花園26座麒麟閣42樓2107房
新界元朗區十八鄉黃屋村92號地下 | 新界元朗區十八鄉 | 黃屋村92號地下
北区联和墟安居街4号12至13层3单位 | 北区联和墟安居街4号 | 12至13层3单位
九龙油尖旺区旺角豉油街9号东成大厦18层1A/1B室 | 九龙油尖旺区旺角豉油街9号 | 东成大厦18层1A/1B室
九龍黃大仙區鑽石山衍慶街34號衍慶大廈3樓08號室 | 九龍黃大仙區鑽石山衍慶街34號 | 衍慶大廈3樓08號室
九龙观塘区牛头角安秀道20号安泰邨盛泰楼33楼3321室 | 九龙观塘区牛头角安秀道20号安泰邨 | 盛泰楼33楼3321室
九龍觀塘區觀塘油塘道9號油麗邨雍麗樓38樓3801室 | 九龍觀塘區觀塘油塘道9號油麗邨 | 雍麗樓38樓3801室
东区柴湾祥利街29号国贸中心8层B室 | 东区柴湾祥利街29号 | 国贸中心8层B室
荃湾区大窝口710号23层2单位 | 荃湾区大窝口710号 | 23层2单位
沙田區牛皮沙村8號地下 | 沙田區 | 牛皮沙村8號地下
灣仔區跑馬地駱克道393號金禧大廈12A樓A房 | 灣仔區跑馬地駱克道393號 | 金禧大廈12A樓A房
新界西貢區坑口西貢窩美136號18樓 | 新界西貢區坑口 | 西貢窩美136號18樓
九龍城區土瓜灣美善同道99號安樂樓23樓1204 | 九龍城區土瓜灣美善同道99號 | 安樂樓23樓1204
九龙深水埗区荔枝角福荣街105号利达大厦3层8B室 | 九龙深水埗区荔枝角福荣街105号 | 利达大厦3层8B室
南区鸭脷洲黄麻角道88号富豪海湾B85层8B室 | 南区鸭脷洲黄麻角道88号富豪海湾 | B85层8B室
九龙深水埗区石硖尾鸭寮街187号18层1室 | 九龙深水埗区石硖尾鸭寮街187号 | 18层1室
北區上水下山雞乙6號 | 北區上水 | 下山雞乙6號
元朗区锦田元朗紫荆南路13号锦绣花园42层 | 元朗区锦田元朗紫荆南路13号 | 锦绣花园42层
油尖旺區山東街59號百祥大廈12樓1單位 | 油尖旺區山東街59號 | 百祥大廈12樓1單位
元朗區流浮山天恩邨6座恩福樓3樓09室 | 元朗區流浮山天恩邨 | 6座恩福樓3樓09室
新界大埔區大埔墟大埔大榮里34號美發大廈10樓C室 | 新界大埔區大埔墟大埔大榮里34號 | 美發大廈10樓C室
新界离岛区大澳大屿山鹿湖29号观音殿 及 地藏殿12层5A单位 | 新界离岛区大澳大屿山鹿湖29号观音殿及地藏殿 | 12层5A单位
元朗區洪水橋元朗俊賢坊2號恆運樓8樓8B單位 | 元朗區洪水橋元朗俊賢坊2號 | 恆運樓8樓8B單位
中西区上环皇后大道中283号联威商业中心5层01办公室 | 中西区上环皇后大道中283号联威商业中心 | 5层01办公室
九龍黃大仙區新蒲崗正德街98號黃大仙下邨(二區)龍吉樓3樓3室 | 九龍黃大仙區新蒲崗正德街98號 | 黃大仙下邨(二區)龍吉樓3樓3室
油尖旺區吳松街104號18樓3室 | 油尖旺區吳松街104號 | 18樓3室
大埔區吐露港大埔三門仔路23號比華利山別墅21屋萊茵道6樓01室 | 大埔區吐露港大埔三門仔路23號比華利山別墅 | 21屋萊茵道6樓01室
新界元朗區流浮山元朗金輝徑37號金禧樓6樓08號室 | 新界元朗區流浮山元朗金輝徑37號 | 金禧樓6樓08號室
大埔区大埔墟大埔露辉路33号嘉丰花园G屋高层地下2107单位 | 大埔区大埔墟大埔露辉路33号嘉丰花园 | G屋高层地下2107单位
大埔區林村林村新村29-30號42至43樓C房 | 大埔區林村林村新村29-30號 | 42至43樓C房
大埔区大埔墟大埔大明里26号龙腾阁2层B单位 | 大埔区大埔墟大埔大明里26号 | 龙腾阁2层B单位
西贡区西横巷4号2层1单位 | 西贡区西横巷4号 | 2层1单位
香港中西區西營盤般咸道54號般柏苑51樓08室 | 香港中西區西營盤般咸道54號 | 般柏苑51樓08室
大埔區大埔坪朗12D號18至19樓5A房 | 大埔區大埔坪朗12D號 | 18至19樓5A房
觀塘區牛頭角道331號琼林大廈12樓3室 | 觀塘區牛頭角道331號 | 琼林大廈12樓3室
香港東區雲景道50號富麗園23樓1204 | 香港東區雲景道50號 | 富麗園23樓1204
新界元朗區天水圍元朗元朗舊墟路33號釆葉庭3座5樓1204 | 新界元朗區天水圍元朗元朗舊墟路33號 | 釆葉庭3座5樓1204
新界葵青区青衣葵涌大白田街6号石篱(二)邨石福楼17楼1709室 | 新界葵青区青衣葵涌大白田街6号 石篱(二)邨 | 石福楼17楼1709室
九龍九龍城區紅磡老龍坑街2A號鴻運大廈2樓1單位 | 九龍九龍城區紅磡老龍坑街2A號 | 鴻運大廈2樓1單位
离岛区南丫岛北社四里3号2层2室 | 离岛区南丫岛北社四里3号 | 2层2室
离岛区梅窝美东街2号东堤湾畔第六座31层08号室 | 离岛区梅窝美东街2号东堤湾畔 | 第六座31层08号室
深水埗區荔枝角荔枝角道833號昇悅居昇悅商場23樓D室 | 深水埗區荔枝角荔枝角道833號 | 昇悅居昇悅商場23樓D室
新界大埔区林村大埔三门仔路23号比华利山别墅98屋莱茵道2层B房 | 新界大埔区林村大埔三门仔路23号 | 比华利山别墅98屋莱茵道2层B房
九龍油尖旺區旺角京士柏山道29號京士柏山1樓582號室 | 九龍油尖旺區旺角京士柏山道29號 | 京士柏山1樓582號室
西贡区日出康城将军澳田下湾村33号 | 西贡区日出康城 | 将军澳田下湾村33号
香港中西区西营盘西源里23号2107单位 | 香港中西区西营盘 | 西源里23号2107单位
南区黄竹坑静修里27号华慧苑10层8B单位 | 南区黄竹坑静修里27号 | 华慧苑10层8B单位
中西区石塘咀士美菲路73号嘉辉花园C座3层1203房 | 中西区石塘咀士美菲路73号 | 嘉辉花园C座3层1203房
深水埗區深水埗白田街51號雅田樓20樓2011室 | 深水埗區深水埗白田街51號 | 雅田樓20樓2011室
香港中西區西營盤威利麻街23號威利大廈1樓 | 香港中西區西營盤威利麻街23號 | 威利大廈1樓
觀塘區油塘振華道70號樂華南邨奐華樓13樓B1311室 | 觀塘區油塘振華道70號樂華南邨 | 奐華樓13樓B1311室
中西區山頂四方街25號  HOLLY COURT 平台108車位 | 中西區山頂四方街25號 | HOLLY COURT平台108車位
北区联和墟古洞坑头6A号全丽花园23座天台 | 北区联和墟古洞坑头6A号 | 全丽花园23座天台
香港湾仔区天后白建时道10号10层2单位 | 香港湾仔区天后白建时道10号 | 10层2单位
香港灣仔區大坑永興街9號漢文閣51樓01-02室 | 香港灣仔區大坑永興街9號 | 漢文閣51樓01-02室
香港灣仔區天后駱克道129號冠美樓2樓2107室 | 香港灣仔區天后駱克道129號 | 冠美樓2樓2107室
九龙九龙城区土瓜湾马头角道109号8层2107单位 | 九龙九龙城区土瓜湾 | 马头角道109号8层2107单位
中西區上環荷李活道212號太平大廈3樓1203室 | 中西區上環荷李活道212號 | 太平大廈3樓1203室
九龙油尖旺区太子新填地街166号金田楼18层C室 | 九龙油尖旺区太子新填地街166号 | 金田楼18层C室
大埔區大埔墟大埔寶鄉街2號香港青年協會青年宿舍PH231樓3室 | 大埔區大埔墟大埔寶鄉街2號 | 香港青年協會青年宿舍PH231樓3室
大埔区大尾笃大埔康乐东路225号康乐园平台1层2107室 | 大埔区大尾笃大埔康乐东路225号 | 康乐园平台1层2107室
新界元朗区新田西边围107号 | 新界元朗区 | 新田西边围107号
東區筲箕灣英皇道317號麗宮大廈2樓901 | 東區筲箕灣英皇道317號 | 麗宮大廈2樓901
中西区坚尼地城东边街11号2层PH室 | 中西区坚尼地城东边街11号 | 2层PH室
北区 古洞 燕岗 G/F | 北区 古洞 | 燕岗 G/F
葵青区青衣葵涌邨8-9座绿葵楼34楼3406室 | 葵青区青衣葵涌邨 | 8-9座绿葵楼34楼3406室
灣仔區跑馬地雲地利道21號雲地利台5樓3單位 | 灣仔區跑馬地雲地利道21號 | 雲地利台5樓3單位
九龙观塘区油塘鸿图道83号东瀛游广场12层LD室 | 九龙观塘区油塘鸿图道83号 | 东瀛游广场12层LD室
香港中西區石塘咀德輔道西9號1房 | 香港中西區石塘咀 | 德輔道西9號1房
南区鸭脷洲寿山村道26号4洋房兰苑3层1808办公室 | 南区鸭脷洲寿山村道26号4洋房兰苑 | 3层1808办公室
西贡区日出康城将军澳彩明街11B号彩明苑B座彩柳阁10层8B室 | 西贡区日出康城将军澳彩明街11B号彩明苑 | B座彩柳阁10层8B室
香港东区太古马宝道15号马宝阁6层01室 | 香港东区太古马宝道15号 | 马宝阁6层01室
FLAT 1525, 15/F, HONG TAI HOUSE, CHEUNG HONG ESTATE, 12 CHING HONG ROAD, TSING YI, KWAI TSING DISTRICT, New Territories | FLAT 1525, 15/F, HONG TAI HOUSE | CHEUNG HONG ESTATE, 12 CHING HONG ROAD, TSING YI, KWAI TSING DISTRICT, New Territories
Flat A, 25/F, Tower 8, Laguna Verde, 20 Tak Hong Street, Hung Hom, Kowloon | Flat A, 25/F, Tower 8 | Laguna Verde, 20 Tak Hong Street, Hung Hom, Kowloon
Room 1203-06, 12/F, Block B, ABC Centre, 88 King’s Rd, North Point, HK | Room 1203-06, 12/F, Block B | ABC Centre, 88 King’s Rd, North Point, HK
G/F & M/F, Shop 3, 8A–8B Lai Chi Kok Rd, Prince Edward, Kln | G/F & M/F, Shop 3 | 8A–8B Lai Chi Kok Rd, Prince Edward, Kln
Unit B, 22/F, Foo Industrial Bldg, 12-14 Wang Chiu Rd, Kowloon Bay, KLN | Unit B, 22/F, Foo Industrial Bldg | 12-14 Wang Chiu Rd, Kowloon Bay, KLN
Shop UG32, UG/F, Cityplaza, 18 Taikoo Shing Rd, Taikoo Shing, Hong Kong | Shop UG32, UG/F, Cityplaza | 18 Taikoo Shing Rd, Taikoo Shing, Hong Kong
Podium Level 1, Festival Walk, 80 Tat Chee Ave, Kowloon Tong, Kowloon | Podium Level 1, Festival Walk | 80 Tat Chee Ave, Kowloon Tong, Kowloon
Rooftop, 6/F, 12A Sun Wui Rd, Causeway Bay, HK | Rooftop, 6/F | 12A Sun Wui Rd, Causeway Bay, HK
88 Nathan Road, Jordan, Kowloon, Hong Kong | 88 Nathan Road, Jordan | Kowloon, Hong Kong
Junction of Foo Rd and Bar St, San Po Kong, KLN, Hong Kong | Junction of Foo Rd and Bar St | San Po Kong, KLN, Hong Kong
Unit 802B, 8/F, Tower 2, Mallsquare, 3 Finance St, Central, Hong Kong | Unit 802B, 8/F, Tower 2 | Mallsquare, 3 Finance St, Central, Hong Kong
Discovery Bay North Plaza, Shop 102, Discovery Bay, Lantau Island, N.T. | Shop 102, Discovery Bay North Plaza | Discovery Bay, Lantau Island, N.T.
Room A1, 3/F, Block 2, Ko Nga Court, 23 Po Nga Rd, Tai Po, N.T., Hong Kong | Room A1, 3/F, Block 2, Ko Nga Court | 23 Po Nga Rd, Tai Po, N.T., Hong Kong
No. 5–5C Foo Street, To Kwa Wan, Kowloon, Hong Kong | No. 5–5C Foo Street, To Kwa Wan | Kowloon, Hong Kong
G/F & 1/F, 12 Foo Street, Sai Ying Pun, Hong Kong | G/F & 1/F, 12 Foo Street | Sai Ying Pun, Hong Kong
Shop 6A, G/F & Cockloft, 14 Bar Street, Sheung Wan, Hong Kong | Shop 6A, G/F & Cockloft | 14 Bar Street, Sheung Wan, Hong Kong
Unit D, 19/F, 88 Chung Mei Rd, Tuen Mun, N.T., Hong Kong S.A.R., China | Unit D, 19/F | 88 Chung Mei Rd, Tuen Mun, N.T., Hong Kong S.A.R., China
Room 01–03, 12/F, Block A, Bright Ind Ctr, 30 Foo Yip St, Yuen Long, N.T., HK | Room 01–03, 12/F, Block A | Bright Ind Ctr, 30 Foo Yip St, Yuen Long, N.T., HK
UG/F, Tower 1, Oceanview Court, 2 Ying Wah St, Quarry Bay, Hong Kong | UG/F, Tower 1, Oceanview Court | 2 Ying Wah St, Quarry Bay, Hong Kong
G/F, Shop 3B, 8 Foo On Street, Sham Shui Po, KLN | G/F, Shop 3B | 8 Foo On Street, Sham Shui Po, KLN
LG1/F, Podium, Tower 3, Harbor Heights, 88 Waterfront Rd, North Point, HK | LG1/F, Podium, Tower 3 | Harbor Heights, 88 Waterfront Rd, North Point, HK
Phase 3, Block 2, Mei Foo Sun Chuen, 3–5 Broadway, Lai Chi Kok, Kowloon | Phase 3, Block 2 | Mei Foo Sun Chuen, 3–5 Broadway, Lai Chi Kok, Kowloon
Rm 1802, 18/F, 1-3 Foo St, Tai Kok Tsui, KLN, H.K. | Rm 1802, 18/F | 1-3 Foo St, Tai Kok Tsui, KLN, H.K.
Shop D, G/F, 8–8C Foo Ping Rd, Ap Lei Chau, Hong Kong | Shop D, G/F | 8–8C Foo Ping Rd, Ap Lei Chau, Hong Kong
Unit 12, 1/F, Block 3, Tai Ping Ind Ctr, 57–59 Kwai Cheong Rd, Kwai Chung, N.T. | Unit 12, 1/F, Block 3, Tai Ping Ind Ctr | 57–59 Kwai Cheong Rd, Kwai Chung, N.T.
Flat C, 23/F, Foo Court, 9–11 Foo Lane, Mid-Levels, Hong Kong | Flat C, 23/F, Foo Court | 9–11 Foo Lane, Mid-Levels, Hong Kong
Suite 2301, 23/F, AIA Tower, 183 Electric Rd, North Point, H.K. | Suite 2301, 23/F, AIA Tower | 183 Electric Rd, North Point, H.K
Shop 203A, L2, IFC Mall, 8 Finance Street, Central, Hong Kong | Shop 203A, L2, IFC Mall | 8 Finance Street, Central, Hong Kong
Block 9, Tower 3B, The Pavilia Farm III, 18 Che Kung Miu Rd, Sha Tin, N.T. | Block 9, Tower 3B | The Pavilia Farm III, 18 Che Kung Miu Rd, Sha Tin, N.T
LG/F, Shop L2-15, Langham Place, 8 Argyle St, Mong Kok, Kowloon | LG/F, Shop L2-15, Langham Place | 8 Argyle St, Mong Kok, Kowloon
